,제목,작가,장르(태국),좋아요수,조회수,구독수,별점,회차,연재시작일(태국),마지막연재일(태국),국가,한국제목,한국작가명,회차(한국),별점(한국),관심수(한국),장르(한국),해시태그(한국),연재시작일(한국),마지막연재일(한국),완결여부,웹툰/시리즈구분,작가전작개수,OSMU여부,태국진출여부,연재기간(태국),연재기간(한국)
375,Mayday Mayday Mayday,Gwendolyn / Hyesung,LGBTQ+ / Y,200749,5800000,171222,9.64,3,2021-12-19,2021-12-19,한국,19메이데이 메이데이 메이데이 [BL][컬러연재],글 그웬돌린 그림 혜성,50,9.5,8,BL,BL,2021-06-11,2021-06-11,True,시리즈,1,False,True,0,0.0
376,ความรักลับๆ ของนายแอปเปิ้ลเขียว,อิกซุก / นักวอน,LGBTQ+ / Y,895857,20200000,329082,9.9,3,2019-10-05,2019-10-07,한국,청사과 낙원 시즌1[BL][독점],글 청낙원 그림 청낙원,45,10.0,3868,BL,BL,2018-10-24,2019-06-26,True,시리즈,6,False,True,2,245.0
377,รักนี้มีโอกาสไหม?,Bori Mustache / Rie,LGBTQ+ / Y,104342,2600000,90856,9.62,2,2022-09-18,2022-09-18,한국,19이 사랑의 성공 확률은? [BL],글 보리수염 그림 리에,42,9.2,35,BL,BL,2021-04-09,2022-04-29,True,시리즈,5,False,True,0,385.0
378,ชีวิตเวรเอ๊ย,ปาร์คแทจุน / จอนซอนอุก,액션,418687,12900000,189889,9.9,7,2020-10-27,2020-11-24,한국,인생존망,글 박태준 그림 전선욱,57,9.85,632787,액션,"액션,타임슬립,사이다,학원물,완결액션",2019-11-10,2020-12-06,True,웹툰,7,False,True,28,392.0
379,องค์หญิงน้อยสื่อรัก,พัคคาริน / จีมีชิน,로맨스판타지,581534,11800000,204823,9.73,114,2021-06-12,2023-07-29,한국,중매쟁이 아가 황녀님,글/그림 박카린 원작 지미신,114,9.68,83225,로맨스,"로맨스,육아물,회귀,빙의,소설원작,완결무료,완결로맨스",2021-04-30,2023-06-30,True,웹툰,3,False,True,777,791.0
380,ชาตินี้ก็ฝากด้วยนะ,ลีฮเย,로맨스,1400000,29500000,389849,9.92,7,2020-07-12,2020-08-09,한국,이번 생도 잘 부탁해,글/그림 이혜,115,9.97,1045498,로맨스,"로맨스,폭스남,재회,구원서사,완결로맨스",2020-06-06,2022-10-29,True,웹툰,7,False,True,28,875.0
381,สวนดอกไม้ของอึน,Chae-eun / Turjang,로맨스,36976,1300000,40475,9.35,3,2022-06-21,2022-06-21,한국,은의 정원,글/그림 터장 원작 채은,50,8.96,84121,로맨스,"로맨스,소설원작,완결로맨스",2021-11-11,2022-07-02,True,웹툰,1,False,True,0,233.0
382,ฉันเป็นเพื่อนสาวของพระเอก,คาคน / รยูฮีอน,로맨스판타지,696953,18900000,359583,9.71,7,2020-09-28,2020-10-26,한국,남자주인공의 여자사람친구입니다,글/그림 카콘 원작 류희온,64,9.84,138388,로맨스,"로맨스,소설원작,완결로맨스",2020-08-14,2021-10-29,True,웹툰,3,False,True,28,441.0
383,ร้านดอกไม้ต้องห้ามของเวนดี้,Bize / sizh,로맨스판타지,1300000,39800000,468887,9.81,8,2019-02-18,2019-03-11,한국,HD웬디의 꽃집에 오지 마세요 (1~3부),글 김지서 그림 sizh,99,9.5,10,순정,순정,2020-12-16,2020-12-16,True,시리즈,1,False,True,21,0.0
384,มงกุฎเงา,ชานก / แฮวี,LGBTQ+ / Y,434489,10800000,232813,9.43,3,2021-01-11,2021-01-11,한국,그림자 왕관 [BL],글 해위 그림 차녹,50,9.6,13,BL,BL,2021-03-08,2021-11-03,True,시리즈,2,False,True,0,240.0
385,สามีคนนี้แจกฟรีให้เธอ,LICO / ซองโซจัก,드라마,2000000,58400000,741853,9.77,7,2022-02-17,2022-03-24,한국,내 남편과 결혼해줘,글/그림 LICO 원작 성소작,69,9.94,590813,로맨스,"로맨스,재벌,다정남,후회물,고자극로맨스,회귀,선결혼후연애,사내연애",2021-11-02,2023-02-28,True,웹툰,14,False,True,35,483.0
386,เปลี่ยนฝันร้ายให้กลายเป็นรัก,MomoJi ももじ,드라마,1400000,49400000,853244,9.89,3,2017-12-24,2017-12-24,일본,,,0,,0,,,,,,,0,False,True,0,
387,รัตติกาลแห่งตราบาป,kk / paeng,로맨스판타지,61165,3300000,110979,9.19,1,2021-08-08,2021-08-08,한국,19배덕의 밤,글 팽유정 그림 kk,23,9.7,290,순정,순정,2020-09-08,2020-10-28,True,시리즈,1,False,True,0,50.0
388,ภรรยากาลกิณี,nanaeun,드라마,140042,3100000,65199,9.43,7,2022-07-18,2022-08-15,한국,남편 먹는 여자,글/그림 나나은,41,9.83,83943,드라마,"드라마,서스펜스,완결드라마",2022-04-29,2023-02-03,True,웹툰,1,False,True,28,280.0
389,ตำนานกวางน้ำคลั่งรัก,chychy,LGBTQ+ / Y,73630,2000000,87029,9.43,1,2022-01-09,2022-01-09,한국,HD19고란이 전 [BL][외전포함],글 chychy 그림 chychy,19,9.9,70,BL,BL,2020-06-16,2020-06-16,True,시리즈,6,False,True,0,0.0
390,ตัวร้ายสุดที่รัก,Myoung rang / Zetson,로맨스판타지,1300000,33500000,416570,9.84,3,2019-11-18,2019-11-18,한국,악역의 구원자,글 연슬아 출판사마담드디키,150,9.6,138,로판,로판,2018-01-22,2018-02-11,True,시리즈,5,False,True,0,20.0
391,1 เดียวที่ปรารถนา,คิมคเยรัน,로맨스,333196,15900000,199486,9.81,7,2022-01-22,2022-02-19,한국,1을 줄게,글/그림 김계란,65,9.95,352625,로맨스,"로맨스,고자극로맨스,2030연애,직진남,연상연하,성인웹툰,완결로맨스",2021-09-27,2022-12-26,True,웹툰,3,False,True,28,455.0
392,กำเนิดเกมเมอร์อัจฉริยะ,JIGUM,액션,60032,1600000,65246,9.49,51,2022-09-28,2023-08-30,한국,천재의 게임방송,글 다넛 그림 지금 원작 하이엔드,51,7.46,54324,액션,"액션,게임판타지,소설원작,완결액션",2022-07-13,2023-06-28,True,웹툰,1,False,True,336,350.0
393,เล่นกับไฟ,TB Production / P,로맨스,38268,1800000,40923,8.23,3,2022-07-30,2022-07-30,한국,,,0,,0,,,,,,,0,False,True,0,
394,ครัวง่ายๆ สไตล์เด็กหอ,ซิบบิล,일상,3100000,113500000,1400000,9.82,3,2016-04-09,2016-04-16,인도네시아,,,0,,0,,,,,,,0,False,True,7,
395,ฉากสุดท้ายกับนาย 2 มิติ,Ke Moo Won / Kungum,로맨스,20123,494767,32615,9.52,30,2023-03-01,2023-09-13,한국,,,0,,0,,,,,,,0,False,True,196,
396,โอกาสดีเปลี่ยนเพื่อนซี้เป็น...,AM,LGBTQ+ / Y,92393,1900000,47800,9.71,1,2022-03-26,2022-03-26,한국,좋지 아니한가 [BL][개정판],글 어썸 그림 어썸,57,9.3,2,BL,BL,2023-02-13,2023-02-13,True,시리즈,4,False,True,0,0.0
397,ท่านภูตใจดีกับนกไนติงเกล,AB / 8CAT,로맨스판타지,188433,6100000,173511,9.69,2,2021-04-24,2021-04-24,중국,,,0,,0,,,,,,,0,False,True,0,
398,JON คุณชายไร้สติ,ยืนกินปากกาที่ท่าพระ,LGBTQ+ / Y,476810,13300000,371468,9.85,7,2019-06-24,2019-07-22,태국,,,0,,0,,,,,,,0,False,False,28,
399,Notte D'Argento รัตติกาลสีเงิน,LuxiferParn,로맨스판타지,90504,2000000,81122,9.66,43,2022-07-21,2023-05-18,태국,,,0,,0,,,,,,,0,False,False,301,
400,BLUE LOCK ขังดวลแข้ง [รายเล่ม],MUNEYUKI KANESHIRO,드라마,0,63232,4779,9.3,1,2023-07-31,2023-07-31,일본,,,0,,0,,,,,,,0,False,True,0,
401,ตื่นมาอีกทีก็มีพระเอกนอนอยู่ข้างๆ ?!,MSG / Teava,로맨스판타지,1800000,42800000,458028,9.83,7,2020-08-09,2020-09-06,한국,남주의 첫날밤을 가져버렸다,글 티바 그림 MSG 원작 황도톨,103,9.94,515614,로맨스,"로맨스,집착물,선결혼후연애,빙의,로판,까칠남,소설원작,완결로맨스",2020-07-07,2022-08-09,True,웹툰,7,False,True,28,763.0
402,โอ้! นายผู้ช่วยของผม,MILA / AngryMonster(Yalgae),LGBTQ+ / Y,632573,22700000,378841,9.8,3,2019-02-17,2019-02-17,한국,HD19오 나의 어시님,글 밀라 그림 앵몬,45,9.9,362,BL,BL,2018-07-16,2018-12-28,True,시리즈,1,False,True,0,165.0
403,เสือดำขย้ำหัวใจ,ยอซึลกี / Teava,로맨스판타지,1900000,40900000,477496,9.85,9,2021-02-09,2021-03-23,한국,"곱게 키웠더니, 짐승",글 티바 그림 여슬기 원작 이른꽃,107,9.89,431599,로맨스,"로맨스,직진남,인외존재,이세계,구원서사,소설원작,완결로맨스",2020-12-12,2022-12-03,True,웹툰,5,False,True,42,721.0
404,Killstagram,Ryoung,스릴러,1000000,32200000,411267,9.71,5,2019-05-07,2019-05-21,한국,살人스타그램,글/그림 령,99,9.79,141022,스릴러,"스릴러,성인웹툰,완결스릴러",2019-03-22,2021-06-17,True,웹툰,4,False,True,14,818.0
405,UQ HOLDER! [รายเล่ม],Ken Akamatsu,판타지,0,10066,1307,9.25,1,2023-08-11,2023-08-11,일본,,,0,,0,,,,,,,0,False,True,0,
406,ฉัน เขา และสามีเก่า,Enica,로맨스,15821,737079,24570,4.5,3,2023-02-01,2023-02-01,한국,전남편과 동거중입니다,글/그림 에니카,50,7.63,70268,로맨스,"로맨스,완결로맨스",2022-01-04,2022-11-04,True,웹툰,1,False,True,0,304.0
407,แกล้งรักพิสูจน์ใจ,Liang Azha,LGBTQ+ / Y,357297,7100000,157966,9.87,5,2020-02-26,2020-03-11,중국,,,0,,0,,,,,,,0,False,True,14,
408,ทางผีผ่าน,จูดงกึน,스릴러,139844,11300000,252967,9.72,2,2016-10-12,2016-10-12,한국,귀도,글/그림 주동근,16,9.95,139768,스릴러,"스릴러,완결스릴러",2016-07-11,2016-10-24,True,웹툰,5,False,True,0,105.0
409,ท่านจักรพรรดิกับเรื่องคืนนั้นของเรา,เยยอง / INUS,로맨스판타지,680427,19100000,320991,9.75,7,2021-06-05,2021-07-03,한국,황제와의 하룻밤,글 예영 그림 INUS 원작 차승현(車昇炫),103,9.83,226414,로맨스,"로맨스,직진남,빙의,로판,소설원작,완결로맨스",2021-03-28,2023-02-19,True,웹툰,1,False,True,28,693.0
410,เรื่องเล่า สุดประหลาด 2,ซองแด โอ,공포,368143,10300000,97132,9.78,3,2020-12-25,2021-01-08,한국,기기괴괴,글/그림 오성대,401,9.95,989397,스릴러,"스릴러,괴담,완결스릴러",2013-05-08,2022-06-01,True,웹툰,3,False,True,14,3311.0
411,The Killer's Shopping List,Kang Ji-young / Jung Seok-hyun,스릴러,22300,447455,26385,9.51,3,2022-08-19,2022-08-19,한국,살인자의 쇼핑 목록,글 강지영 그림 정석현,56,9.81,63549,스릴러,"스릴러,스핀오프,완결스릴러",2022-04-09,2023-01-28,True,웹툰,3,False,True,0,294.0
412,เกิดใหม่นักรบพันธุ์ระห่ำ,ชองดัม,판타지,454430,15500000,286232,9.65,1,2021-08-11,2021-08-11,한국,투신전생기,글/그림 청담,90,9.87,425463,액션,"액션,회귀,이능력배틀물,복수극,먼치킨",2021-06-26,2023-09-09,False,웹툰,1,False,True,0,805.0
413,แด่รักแรกของฉัน,Lise / Songjoo Yoo,로맨스,153245,3500000,82488,9.72,1,2022-02-09,2022-02-09,한국,첫사랑에게,글 유송주 그림 리세,57,9.9,86,순정,순정,2021-06-17,2022-07-07,True,시리즈,1,False,True,0,385.0
414,เปลี่ยนยัยห้าวเป็นสาวแบ๊ว,P & Katin / Q,개그,1600000,63900000,934910,9.82,8,2018-07-20,2018-08-24,태국,,,0,,0,,,,,,,0,False,False,35,
415,ปฏิบัติการแปลงโฉมลูกสาวเจ้าพ่อ,Katin / Moname,개그,3600000,186800000,1900000,9.84,11,2016-07-14,2016-09-08,태국,,,0,,0,,,,,,,0,False,False,56,
416,A-BOUT! เก๋าเกรดเอ! [รายเล่ม],Ichikawa Masa,액션,0,6873,669,9.1,1,2023-08-14,2023-08-14,일본,,,0,,0,,,,,,,0,False,True,0,
417,ความลับของนางฟ้า,เหมียว,로맨스,7000000,312700000,2400000,9.7,5,2018-05-15,2018-05-29,한국,여신강림,글/그림 야옹이,261,8.4,1245072,로맨스,"로맨스,아이돌,드라마&영화 원작웹툰,인플루언서,삼각관계,완결무료",2018-04-02,2023-05-01,True,웹툰,2,True,True,14,1855.0
418,หมู่บ้านคนตาย,O2BOX,스릴러,102553,1700000,61617,9.78,3,2022-08-25,2022-08-25,태국,,,0,,0,,,,,,,0,False,False,0,
419,The Boxer,จองจีฮุน,액션,1000000,53700000,411545,9.81,7,2020-03-10,2020-04-02,한국,더 복서,글/그림 정지훈,134,9.93,718644,스포츠,"스포츠,격투기,힐링,직업드라마,스포츠성장,먼치킨,완결스포츠",2019-12-04,2022-06-15,True,웹툰,4,False,True,23,924.0
420,Between Two Lips,TEN-KEI,로맨스판타지,256972,8900000,148110,6.59,136,2021-01-28,2021-02-04,한국,HD두 입술 사이 시즌1[독점],글 천경 그림 천경,51,9.1,143,순정,순정,2019-01-24,2019-11-21,False,시리즈,3,False,True,7,301.0
421,เกมรักคว้าหัวใจจักรพรรดิ,kiki / DK,로맨스판타지,306040,7800000,149979,9.46,3,2021-08-16,2021-08-29,한국,지금부터 황제의 마음을 빼앗겠습니다,글/그림 코코넛크림파이 원작 kiki,87,9.72,118732,로맨스,"로맨스,소설원작,완결로맨스",2021-11-11,2023-01-23,True,웹툰,2,False,True,13,438.0
422,ไปชมดาวกันไหม,Gyobi,LGBTQ+ / Y,131912,2700000,89344,9.22,3,2022-04-23,2022-04-23,한국,,,0,,0,,,,,,,0,False,True,0,
423,พระรองคนนั้น ฉันขอเถอะนะ,Hwang DoTol / จองซอ,로맨스판타지,1200000,22600000,284810,9.83,7,2021-02-19,2021-03-19,한국,엔딩 후 서브남을 주웠다,글/그림 정서 원작 황도톨,89,9.95,366404,로맨스,"로맨스,빙의,로판,까칠남,구원서사,소설원작,완결로맨스",2020-12-15,2022-10-11,True,웹툰,6,False,True,28,665.0
424,มาสเตอร์เชฟเด็กหอ,Hyun-Joo Lee,LGBTQ+ / Y,453934,11200000,203325,9.81,3,2021-05-24,2021-05-24,한국,자취요리왕 [BL],글 가위 그림 가위,82,9.8,31,BL,BL,2020-08-17,2021-06-18,True,시리즈,2,False,True,0,305.0
425,Friday ศุกร์สยองต้องห้าม,แบจินซู,스릴러,27985,758617,22292,8.96,3,2021-09-25,2021-09-25,한국,금요일 베스트,글/그림 배진수,60,9.92,171223,스릴러,"스릴러,완결스릴러",2018-12-05,2020-01-22,True,웹툰,5,False,True,0,413.0
426,รักนี้เกินห้ามใจ [Nevertheless],จองซอ,로맨스,142812,6300000,194409,9.78,4,2021-03-05,2021-03-12,한국,[드라마원작] 알고있지만,글/그림 정서,40,9.93,613444,로맨스,"로맨스,폭스남,드라마&영화 원작웹툰,완결로맨스",2018-10-17,2019-07-17,True,웹툰,3,True,True,7,273.0
427,หอศิลป์ของฆาตกร,196.96655,스릴러,90006,1700000,54946,9.81,3,2020-12-30,2020-12-30,태국,,,0,,0,,,,,,,0,False,False,0,
428,Blooming Days ก่อนดอกรักจะผลิบาน,Siradasue,로맨스,199506,3000000,82624,9.87,3,2021-02-12,2021-02-12,태국,,,0,,0,,,,,,,0,False,False,0,
429,Love Attack ปฏิบัติการรักรุ่นพี่,NAN,LGBTQ+ / Y,542630,18400000,364451,9.75,1,2019-01-23,2019-01-23,한국,HD없다 있으니까,글 NAN 그림 NAN,61,9.8,17,BL,BL,2018-07-17,2019-08-09,True,시리즈,1,False,True,0,388.0
430,Lily Boy อยากสวยช่วยผมหน่อย,Sochicz,LGBTQ+ / Y,1300000,32700000,395038,9.82,7,2019-03-25,2019-04-22,태국,,,0,,0,,,,,,,0,False,False,28,
431,The Sinners,DuchessAuburn,LGBTQ+ / Y,282891,5200000,102171,9.88,3,2020-12-22,2020-12-22,태국,,,0,,0,,,,,,,0,False,False,0,
432,ฉันจะแต่งงานกับฝ่าบาทเองค่ะ,คารุมก / คัลชีกุอิ,로맨스판타지,795411,19800000,351553,9.68,5,2020-10-23,2020-11-06,한국,그 결혼 제가 할게요,글 카루목 출판사크레센도,142,9.5,3,로판,로판,2021-01-14,2021-01-14,True,시리즈,7,False,True,14,0.0
433,TOKYO REVENGERS โตเกียว รีเวนเจอร์ส [รายเล่ม],KEN WAKUI,액션,0,18725,1924,9.53,1,2023-07-31,2023-07-31,일본,,,0,,0,,,,,,,0,False,True,0,
434,เหตุผลของคนร้ายๆ,Beop.Saeng / Yuwn,로맨스판타지,452361,10100000,207369,9.63,3,2021-08-02,2021-08-02,한국,그녀가 악녀로 사는 이유,글 Yuwn 출판사CL프로덕션,149,9.2,8,로판,로판,2019-09-23,2019-09-23,True,시리즈,20,False,True,0,0.0
435,หยาดฝนเมื่อแรกรัก,WINSTON,LGBTQ+ / Y,100057,1600000,59016,9.8,3,2022-03-15,2022-03-15,한국,이슬비 로맨스[독점],글 WINSTON 그림 WINSTON,57,9.9,304,BL,BL,2018-09-17,2019-09-22,True,시리즈,2,False,True,0,370.0
436,Whistler รักนี้(ไม่)ต้องมนตร์,The pran,로맨스,166366,3400000,90105,9.87,3,2021-07-07,2021-07-07,태국,,,0,,0,,,,,,,0,False,False,0,
437,จูบรักปลดล็อก,ลีฮเย,로맨스,1400000,38000000,518015,9.87,10,2017-09-21,2017-11-16,한국,오늘도 사랑스럽개,글/그림 이혜,93,9.97,788538,로맨스,"로맨스,완결로맨스",2017-08-05,2019-05-11,True,웹툰,7,False,True,56,644.0
438,ปั่นสู้ฝัน,โจยงซอก,드라마,466852,22600000,216338,9.79,133,2015-12-11,2018-06-29,한국,윈드브레이커,글/그림 조용석,462,9.93,1150196,스포츠,"스포츠,스포츠성장",2013-12-08,2023-09-10,False,웹툰,3,False,True,931,3563.0
439,ลิลลี่ นักบุญสุดโหด,เฮโม / อึนรก,로맨스판타지,157773,3700000,100579,8.67,3,2021-10-07,2021-10-21,한국,지독한 릴리 [단행본],글 은록 출판사에이블,5,0.0,1,로판,로판,2022-05-23,2022-05-23,True,시리즈,6,False,True,14,0.0
440,Pastel Love,applesoda,LGBTQ+ / Y,473302,10700000,215692,9.88,3,2020-07-17,2020-07-17,태국,,,0,,0,,,,,,,0,False,False,0,
441,คุณแม่วัยใส,theterm,감성,3600000,251400000,2500000,9.63,9,2015-11-30,2015-12-05,태국,,,0,,0,,,,,,,0,False,False,5,
442,บรรทุกหัวใจใส่แทรกเตอร์,AngryMonster(Yalgae) / HMM YONG YONG,LGBTQ+ / Y,515099,9800000,186960,9.82,4,2021-05-27,2021-06-03,한국,트랙터는 사랑을 싣고 [BL],글 흠념뇸 그림 앵몬,80,9.8,18,BL,BL,2023-05-17,2023-05-17,True,시리즈,4,False,True,7,0.0
443,ชินบี,พันจี,로맨스,550654,11900000,265819,9.88,6,2020-04-21,2020-05-12,한국,신비,글/그림 반지,95,9.98,359174,로맨스,"로맨스,2019 지상최대공모전,인외존재,로판,완결로맨스",2020-02-19,2022-04-13,True,웹툰,3,False,True,21,784.0
444,เด็กใหม่ห้องคิง,ซงแชยุน / ชินแจยอง,드라마,600691,12700000,211334,9.86,7,2020-12-06,2021-01-03,한국,선의의 경쟁,글 송채윤 그림 심재영,77,9.91,204418,드라마,"드라마,블루스트링,완결드라마",2020-07-01,2021-12-15,True,웹툰,3,False,True,28,532.0
445,เลิกกันเถอะ พระเอกเกมที่รัก,Mini / Sonabul,로맨스판타지,83398,2400000,80515,7.77,7,2022-06-15,2022-07-13,한국,그 남주와 이별하는 방법,글 환미 그림 미니 원작 소나불,60,9.89,60912,로맨스,"로맨스,빙의,소설원작,완결로맨스",2021-12-20,2023-04-03,True,웹툰,1,False,True,28,469.0
446,ขบวนการทาสเหมียวเรนเจอร์,ahnjoo,개그,107376,2000000,55538,9.7,6,2020-05-26,2020-06-16,한국,집사레인저,글/그림 현실안주형,88,9.89,50506,액션,"액션,2019 지상최대공모전,완결무료,완결액션",2020-03-25,2021-12-01,True,웹툰,1,False,True,21,616.0
447,เรื่องเล่าจากวิญญาณ,QTT,스릴러,1000000,34300000,553828,9.81,8,2017-02-04,2017-03-11,한국,귀전구담,글/그림 QTT,92,9.98,328442,스릴러,"스릴러,완결스릴러",2017-04-02,2020-07-26,True,웹툰,1,False,True,35,1211.0
448,กลโกงโลกพนัน,ฮันดงอู / ลีโดฮี,드라마,1000000,27000000,325398,9.82,7,2019-03-18,2019-04-15,한국,세상은 돈과 권력,글 한동우 그림 이도희,230,9.48,438768,드라마,"드라마,재벌,블루스트링,머니게임,완결드라마",2018-05-01,2023-05-23,True,웹툰,4,False,True,28,1848.0
449,หนีรักจักรพรรดิบ้าเลือด,รยูรัน / SF_JD,로맨스판타지,732089,21100000,295271,9.59,1,2021-02-22,2021-02-22,한국,폭군의 아이를 가졌습니다 [단행본],글 류란 출판사페리윙클,5,9.1,13,로판,로판,2021-02-01,2021-02-01,True,시리즈,6,False,True,0,0.0
450,CASTLE,จองยอน,액션,308867,12800000,161454,9.86,4,2020-05-25,2020-06-01,한국,캐슬,글/그림 정연,121,9.91,435496,액션,"액션,복수극,느와르,완결무료,완결액션",2019-11-26,2022-03-15,True,웹툰,2,False,True,7,840.0
451,If we are transgender,Devill tenshi,LGBTQ+ / Y,121872,2100000,77731,9.73,3,2022-01-06,2022-01-06,태국,,,0,,0,,,,,,,0,False,False,0,
452,MAY I ขอรักเธอได้ไหม?,Narusha Dithabenjakul / SsM SlitheringMe,LGBTQ+ / Y,1800000,63700000,621730,9.75,6,2018-05-25,2018-06-15,태국,,,0,,0,,,,,,,0,False,False,21,
453,คุณหนูเกรซที่รัก,Hilde / Mokma,LGBTQ+ / Y,163631,3500000,92390,9.84,2,2020-09-25,2020-09-25,한국,HD그레이스 길들이기,글 서림 그림 목마,47,9.7,85,드라마,드라마,2019-10-07,2020-05-11,True,시리즈,2,False,True,0,217.0
454,ลิขิตรักข้ามมิติ,รัมกึล / RYU,판타지,574745,14500000,285653,9.77,6,2019-06-26,2019-07-17,한국,운명의 화살은 제멋대로 날아간다[독점],글 람글  그림 RYU,51,9.6,187,순정,순정,2018-09-17,2019-08-23,True,시리즈,1,False,True,21,340.0
455,ภารกิจดัดนิสัยของยัยเจ้าหญิง,yeomra / gu_ilha,로맨스판타지,397691,8100000,196090,9.61,7,2021-05-22,2021-06-19,한국,사람은 고쳐 쓰는 게 아니야!,글 염라 그림 구일하,106,9.84,104751,판타지,"판타지,이세계,완결판타지",2021-02-20,2023-03-04,True,웹툰,1,False,True,28,742.0
456,โปรดระวังด้ายแดง,คิวมิน / ชินจีซัง,로맨스판타지,533792,12700000,253683,9.74,3,2021-04-30,2021-04-30,한국,붉은 실을 조심하세요,"글 신지상, 유다, 천지안 그림 큐민",90,9.4,25,순정,순정,2021-01-01,2022-05-06,True,시리즈,1,False,True,0,490.0
457,เรื่องเล่า สุดประหลาด,ซองแด โอ,공포,1500000,109600000,524370,9.56,19,2015-02-26,2016-02-06,한국,기기괴괴,글/그림 오성대,401,9.95,989397,스릴러,"스릴러,괴담,완결스릴러",2013-05-08,2022-06-01,True,웹툰,3,False,True,345,3311.0
458,รักวุ่น (Y) นายกับฉัน,Butter996,로맨스,171520,2800000,77633,9.75,3,2021-11-10,2021-11-10,태국,,,0,,0,,,,,,,0,False,False,0,
459,Summer Night ความลับในคืนฤดูร้อน,Boran / Jormungand,로맨스,2700000,95600000,733907,9.72,5,2018-02-17,2018-03-03,태국,,,0,,0,,,,,,,0,False,False,14,
460,เรื่องสั้นสยองขวัญ 2020,โฮรัง,공포,43622,2400000,83963,9.72,11,2020-09-01,2020-11-10,한국,2020 호랑 공포 단편선,글/그림 호랑,11,9.89,53190,스릴러,"스릴러,완결무료,완결스릴러",2020-08-31,2020-11-09,True,웹툰,2,False,True,70,70.0
461,นรกคือคนอื่น,kimyongki,스릴러,637993,27800000,245228,9.57,6,2018-09-12,2018-09-20,한국,타인은 지옥이다,글/그림 김용키,89,9.87,426986,스릴러,"스릴러,범죄,드라마&영화 원작웹툰,완결스릴러",2019-08-12,2019-11-20,True,웹툰,4,True,True,8,100.0
462,ID ของฉันคือดอกไม้พลาสติก,คีแมงกิ,로맨스,2300000,94900000,1000000,9.85,9,2016-10-13,2016-12-08,한국,[드라마원작] 내 ID는 강남미인!,글/그림 기맹기,87,9.89,699545,로맨스,"로맨스,최강자전,2015 최강자전,드라마&영화 원작웹툰,캠퍼스로맨스,완결로맨스",2016-04-08,2017-12-29,True,웹툰,5,True,True,56,630.0
463,สวนดอกไม้แห่งความตาย,Sero / Corbenyx,스릴러,107993,2200000,57545,9.68,8,2022-06-17,2022-07-22,인도네시아,,,0,,0,,,,,,,0,False,True,35,
464,ซีซันนี้เบบี้ต้องรอด,mudan,LGBTQ+ / Y,50959,861583,37889,9.59,3,2022-07-11,2022-07-11,한국,스윙 배이비 [BL],그림무단 출판사북큐브네트웍스,65,9.8,17,BL,BL,2021-09-13,2021-09-13,True,시리즈,1,False,True,0,0.0
465,ศูนย์สวัสดิการพิศวง,NANA,스릴러,131130,2500000,50617,9.31,7,2022-04-01,2022-04-29,한국,,,0,,0,,,,,,,0,False,True,28,
466,แฝดที่หายไป,Gaje / Dodal,드라마,38914,780162,20296,9.55,3,2022-07-04,2022-07-04,한국,19배니싱 트윈,글 가재 그림 도달,61,8.9,3,순정,순정,2021-09-30,2021-09-30,True,시리즈,4,False,True,0,0.0
467,SIGHT : 6 days no XES,โมณฌา,소설,21626,1100000,28682,9.52,1,2022-07-04,2022-07-04,태국,,,0,,0,,,,,,,0,False,False,0,
468,น้องส้มสมหวัง,theterm,개그,262319,4200000,71168,9.61,3,2021-03-20,2021-03-20,태국,,,0,,0,,,,,,,0,False,False,0,
469,การเริ่มต้นของลูกผู้ชาย,Zhena / Hun,로맨스,86578,3300000,64282,9.45,3,2022-03-09,2022-03-09,한국,남자시작 [일반판][단독연재],글 HUN 그림 제나,43,8.8,924,드라마,드라마,2017-01-26,2017-10-27,True,시리즈,1,False,True,0,274.0
470,อริร้าย กลายรัก,แทกอน / จองยุน,로맨스,554449,13300000,229208,9.79,7,2020-08-14,2020-09-11,한국,원수를 사랑하라,글 정윤 그림 태건,102,9.62,479864,로맨스,"로맨스,계약연애,캠퍼스로맨스,완결로맨스",2019-09-17,2021-10-05,True,웹툰,2,False,True,28,749.0
471,ต้องลดให้ได้ 5 กิโล!,suosu / Hong-kki,드라마,1000000,32200000,459241,9.42,11,2017-09-01,2017-11-03,한국,5kg을 위하여,글 수오수 그림 홍끼,181,9.77,143169,드라마,"드라마,완결드라마",2018-04-25,2020-01-15,True,웹툰,7,False,True,63,630.0
472,แอนตี้แฟนกับนายท็อปสตาร์จอมเฟค,Jaerim,로맨스,933013,27800000,459889,9.71,7,2019-04-18,2019-05-16,한국,그래서 나는 안티팬과 결혼했다,글/그림 재림 원작 김은정,89,9.93,446898,로맨스,"로맨스,아이돌,드라마&영화 원작웹툰,연예계,소설원작,완결로맨스",2018-12-04,2020-07-21,True,웹툰,2,True,True,28,595.0
473,Change,JINONE,드라마,5000000,174000000,1100000,9.77,7,2017-11-11,2017-11-25,한국,체인지,글/그림 진원,135,7.36,60325,액션,"액션,완결액션",2020-08-10,2020-08-10,True,웹툰,1,False,True,14,0.0
474,เมื่อแฟนผมกลายเป็นหนุ่มสุดฮอต,มัสสตาร์,로맨스,1500000,43200000,535110,9.79,5,2018-09-16,2018-09-23,한국,내 여자친구는 상남자,글/그림 맛스타,148,9.88,199903,로맨스,"로맨스,완결로맨스",2018-07-05,2020-01-30,True,웹툰,3,False,True,7,574.0
